season,episode,character,line
S03,E11,Rachel,  The most unbelievable thing happened to me today.
S03,E11,Ross, Hi!
S03,E11,Rachel," Hi! So I’m out having lunch at Monica’s and this guy starts talking to me, and it turns out he works for a buyer at Bloomingdale’s and there happens to be an opening in his department. So I gave him my phone number and he’s gonna call me this weekend to see if he can get me an interview!"
S03,E11,Ross, Wow!
S03,E11,Rachel, I know!
S03,E11,Ross," What, so this guy is helping you for no apparent reason?"
S03,E11,Rachel, Uh-huh!
S03,E11,Ross," And he’s, he’s a total stranger?"
S03,E11,Rachel," Yeah! His name is um, Mark something."
S03,E11,Ross, Huh. Sounds like Mark Something wants to have some sex.
S03,E11,Rachel, What!?
S03,E11,Ross," Well, I’m just saying, I mean why else would he just, y'know, swoop in out of nowhere for no reason."
S03,E11,Rachel, To be nice.
S03,E11,Ross," Hey, Joey. Are men ever nice to strange women for no reason?"
S03,E11,Joey," No, only for sex."
S03,E11,Ross," Thank you.  So did you ah, did you tell Mark Something about me?"
S03,E11,Rachel," I didn’t have to, because I was wearing my ‘I heart Ross’ sandwich board and ringing my bell."
S03,E11,Ross, Uh-huh.
S03,E11,Joey, Hey!! Hey-hey-hey!
S03,E11,Chandler,"  Okay, how many of that girl are you seeing?"
S03,E11,Monica," How hammered are you? Huh? These, these are Joey’s sisters."
S03,E11,Chandler, Hi Joey’s sisters!
S03,E11,Phoebe,  Hey!
S03,E11,Phoebe," Well, I have ah, vodka and cranberry juice."
S03,E11,Phoebe," Wow. Okay, I don’t know how to talk to you."
S03,E11,Chandler," Oh, I’m taking my ex-girlfriend of my speed dialer."
S03,E11,Chandler," No-no-no-no, no, it’s a good thing. Why must we dial so speedily anyway? Why must we rush through life? Why can’t we savor the precious moments?  Those are some huge breasts you have."
S03,E11,Ross, Hi.
S03,E11,Monica, Hi.
S03,E11,Ross," Yeah. So um, I-I heard about this ah, Mark guy that ah, Rachel met today."
S03,E11,Monica, Isn’t that great?
S03,E11,Ross," Oh yeah! So ah, kinda pretty, pretty good. He sounds like a nice, good guy."
S03,E11,Monica," Oh, he is. And he is so dreamy. I mean, y'know what, when he left I actually used the phrase, ‘Hummina-hummina-hummina.’ "
S03,E11,Ross, That’s excellent.
S03,E11,Ross,"  So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?"
S03,E11,Rachel," Well, I assume I’ll have to take showers with him, but y'know, that’s true of any job."
S03,E11,Monica, How ya feelin’?
S03,E11,Chandler," Well, my apartment isn’t there anymore, because I drank it."
S03,E11,Phoebe, Where’d you get too? We lost you after you opened up all the presents.
S03,E11,Ross, Yeah.
S03,E11,Chandler," Yeah, I ended up in the storage room, and not alone."
S03,E11,Chandler," Ow, no ‘woo-hooing,’ no ‘woo-hooing.’"
S03,E11,Phoebe," Why, what happened?"
S03,E11,Chandler," Ah, I fooled around with Joey’s sister.  Well, that’s not the worst part."
S03,E11,Monica, What is the worse part?
S03,E11,Chandler, I can’t remember which sister.
S03,E11,Ross,  You see what men do! Don’t tell me men are not nice!  This is men!!
S03,E11,Monica," Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead."
S03,E11,Chandler, Okay! You don’t think I thought of that?
S03,E11,Phoebe, How can you not know which one?
S03,E11,Rachel, I mean that’s unbelievable.
S03,E11,Monica," I mean, was it Gina?"
S03,E11,Ross, Which one is Gina?
S03,E11,Rachel," Dark, big hair, with the airplane earrings."
S03,E11,Monica," No, no, no, that’s Dina."
S03,E11,Chandler,"  You see you can’t tell which one is which either, dwha!!"
S03,E11,Phoebe, We didn’t fool around with any of them. Dwha! Dwha!
S03,E11,Chandler," Veronica. Look, it’s got to be Veronica, the girl in the red skirt. I definitely stuck my tongue down her throat."
S03,E11,Monica, That was me.
S03,E11,Chandler," Look, when I’ve been drinking, sometimes I tend to get overly friendly, and I’m sorry."
S03,E11,Monica, That’s okay.
S03,E11,Rachel, That’s all right.
S03,E11,Ross, That’s okay.
S03,E11,Joey,  Can I talk to you for a second?!
S03,E11,Ross," Hey, Joey."
S03,E11,Rachel, Hey. 
S03,E11,Joey, Come on!! 
S03,E11,Chandler," Why can’t we talk in here? With, with, witnesses."
S03,E11,Joey, I just got off the phone with my sister.
S03,E11,Ross," Ah, which, which one?"
S03,E11,Joey, Mary-Angela.
S03,E11,Ross, Mary-Angela.
S03,E11,Joey, Yeah.
S03,E11,Monica, Y'know which one was she again?
S03,E11,Joey," Why don’t you ask Chandler, ‘cause he’s the one that fooled around with her. She told me you said you could really fall for her. Now is that true? Or are you just gettin’ over Janice by groping my sister."
S03,E11,Chandler, It’s gotta be the first one.
S03,E11,Joey," Really? That’s great! You and my sister, sittin’ in a tree."
S03,E11,Chandler," Yep, I’m in a tree."
S03,E11,Rachel, Did he call? Did Mark call?
S03,E11,Monica," No honey, I’m sorry, but the weekend’s not over yet."
S03,E11,Rachel," Oh.  Oh my God, is that Phoebe?"
S03,E11,Monica, I guess they’re back from their date.
S03,E11,Rachel, Music. Very nice.
S03,E11,Monica, Oh my God!
S03,E11,Rachel," So, how are you?"
S03,E11,Monica, I am good. I finished my book.
S03,E11,Rachel," Oh yeah, what’s it about?"
S03,E11,Monica, I don’t remember. Do you wanna take a walk?
S03,E11,Rachel," Yeah, I do. "
S03,E11,Ross, Dear Mary-Angela. Hi. How’s it going. This is the hardest letter I’ve ever had to write.  What the hell’s a matter with you? How do you think Joey’s going to react when he finds out that you blew off his sister with a letter?
S03,E11,Chandler," Well, that’s the part where you tell him that I moved to France. When actually I’ll be in Cuba."
S03,E11,Ross," All right, look, look, you’ve got to do this yourself, okay in person. At least you know her name. You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy."
S03,E11,Chandler, What if Mary-Angela comes to the door and I ask for Mary-Angela?
S03,E11,Ross, Where in Cuba?
S03,E11,Chandler,"  Joey, what-wh-wh-wha-wh-wha-wh-wha-wh-wha-what are you doing here?"
S03,E11,Joey, Waiting for my Grandma to finish my laundry. What about you?
S03,E11,Chandler, I’m here to see Mary-Angela.
S03,E11,Joey," You are so the man!  Now look, listen, listen, you got to be cool, ‘cause my Grandma doesn’t know about you two yet, and you do not want to tick her off. She was like the sixth person to spit on Mussolini's hanging body. Yeah."
S03,E11,Chandler, Where’s Mary-Angela?
S03,E11,Joey, She’s right in there. 
S03,E11,Rachel," I can’t believe Mark didn’t call. It’s Sunday night, and he didn’t call."
S03,E11,Ross, Bummer.
S03,E11,Rachel,"  Yeah, right. Look at you, you’re practically giddy."
S03,E11,Ross," No, I’m genuinely sorry the Mark thing didn’t work out. Look, Rach, I want only good things for you."
S03,E11,Monica," Wait a minute, why don’t you just call Mark.  I mean, who says you have to sit here and wait for him, you’ve got to make stuff happen."
S03,E11,Ross," But, you, you don’t want to seem too pushy."
S03,E11,Monica,"  Honey, it’s not pushy, he gave her his home number."
S03,E11,Ross,"  What, he gave you his home number? As in like, to, to his home?"
S03,E11,Rachel," Yeah, and you don’t mind if I call, because you only want good things for me."
S03,E11,Ross," That’s right good things, that-that is what I said. "
S03,E11,Rachel,"  Hello, Mark? Hi, it’s Rachel Green.  Oh no, don’t you apologize.  Yeah, I’ll hold.  He left my number at work, but he was helping his niece with her report on the pioneers."
S03,E11,Ross, That is so made up!
S03,E11,Rachel,"  Yeah, oh my God, tomorrow! That, no, it’s perfect. Oh God, thank you soo much. Great! Bye!  I got the interview!"
S03,E11,Monica, Yay!
S03,E11,Ross, There you go.
S03,E11,Rachel, He even offered to meet me for lunch tomorrow to prep me for it.
S03,E11,Monica," Oh, that is amazing!"
S03,E11,Ross," Yeah well, if I know Mark, and I think I do, I’d expect nothing less."
S03,E11,Rachel, I got to figure out what I’m going to wear.
S03,E11,Ross, High collar and baggy pants say I’m a pro.
S03,E11,Rachel," Yeah! Right! Okay, I’ll see you guys later.  Woo hoo!"
S03,E11,Ross, You go get ‘em.  What did I do to you? Did I hurt you in some way?
S03,E11,Monica, What?
S03,E11,Ross," ‘Why don’t you call him?!’ Well, thank you very much! Y'know now he is going to prep her, y'know prep her, as in what you do when you surgically remove the boyfriend!"
S03,E11,Monica, Are you crazy?!
S03,E11,Ross, Am I! Am I! Am I out of my mind! Am I losing my senses!! This dreamy guy is taking my girlfriend out for a meal.
S03,E11,Monica," What?! Ross y'know this isn’t even about you! I mean this is about Rachel and something wonderful happening for her. I mean you know even if you’re right, what if he wants to sleep with her, does it mean he gets too?"
S03,E11,Ross, No.
S03,E11,Monica, I mean don’t you trust her?
S03,E11,Ross," Well, yeah!"
S03,E11,Monica, Then get over yourself! Grow up!
S03,E11,Ross,  You grow up.
S03,E11,Chandler," This teramisu is, is excellent. Did you make it Mary-Angela?"
S03,E11,Chandler," Well, it’s, it’s yummy. So Mary-Angela do you like it?"
S03,E11,Chandler," So um, Mary-Angela, what’s your second favorite?"
S03,E11,Chandler, Would you just please....give me the receipt ‘cause this is great. It’s top notch.
S03,E11,Chandler, So will I.
S03,E11,Chandler, Oh no-no-no I was just squinting. That doesn’t mean anything.
S03,E11,Chandler, Will you excuse me I have to um..... 
S03,E11,Chandler,  Hey!
S03,E11,Chandler," Look, I may have jumped the gun here.  Um, I just got out of a relationship and I’m not really in a, in a commitment kind of place."
S03,E11,Chandler," Ahhhh, you’re not Mary-Angela."
S03,E11,Chandler," This is so bad. If-if you’re not Mary-Angela, then-then who is?"
S03,E11,Chandler," Oh, this is soo bad. "
S03,E11,Chandler, No Joey! No Joey! Don’t Joey! Joey!
S03,E11,Joey, What’s goin’ on?
S03,E11,Chandler,  You’re it! Now run and hide!
S03,E11,Joey," What?! How could you do that, how could you think she was Mary-Angela?"
S03,E11,Chandler," I wasn’t sure which one Mary-Angela was.  Look, I’m sorry okay, I was really drunk, and you all look really similar."
S03,E11,Chandler," Y'know what, we should all calm down because your brother’s not going to punch me.  Are ya?"
S03,E11,Joey," Well, that is usually what I would do. But I just never thought you’d be on the receiving end of it. How could you do this?!"
S03,E11,Chandler," Joey if you wanna punch me, go ahead, I deserve it. But I just want you to know that I would never soberly hurt you or your family, you’re my best friend. I would never do anything like this ever again."
S03,E11,Joey," No! No! No! No, I’m not going to punch Chandler."
S03,E11,Joey," No you won’t. Look he knows he did a terrible thing and I believe him, he’s sorry. But,  you’ve got one more apology to make, all right, you’ve got to apologize to Mary-Angela."
S03,E11,Chandler," Okay, absolutely!"
S03,E11,Joey, All right.
S03,E11,Chandler, You’ve got it. 
S03,E11,Joey," Cookie, now you can punch him!"
S03,E11,Chandler, What?! 
S03,E11,Rachel,  Hey!
S03,E11,Ross, Hi!
S03,E11,Rachel, What are you doing here?
S03,E11,Ross," Ah y'know, this building is on my paper route so I... "
S03,E11,Rachel, Oh.
S03,E11,Ross, Hi. 
S03,E11,Rachel, Hi.
S03,E11,Ross, How’d did it go?
S03,E11,Rachel," Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up."
S03,E11,Ross, I’m so proud of you.
S03,E11,Rachel, Me too!
S03,E11,Ross," Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so..."
S03,E11,Rachel, I know.
S03,E11,Ross, Yeah.
S03,E11,Rachel, Yeah.
S03,E11,Rachel, Yeah.  Hi Mark!
S03,E11,Rachel," Oh, I did!"
S03,E11,Rachel,  Oh my God!! 
S03,E11,Ross, Congratu!!  -lations-lations.
S03,E11,Monica," So ah, Phoebe, how was your date?"
S03,E11,Phoebe, Oh well y'know. 
S03,E11,Monica," Yeah, I do know."
S03,E11,Phoebe," Ick, you were eavesdropping."
S03,E11,Rachel," Eavesdropping. Pheebs, the ceiling tiles were falling down."
S03,E11,Phoebe," Oh, I’m sorry. But I really like this guy. And I think he really happens to like me."
S03,E11,Ross, Maybe he’s just jumping on a pogo-stick and really likes it?
S03,E11,Ross, Maybe the pogo-stick likes it too?
S03,E11,Joey," All right, that’s it! He cannot do this to Phoebe.  This guy is going to get the butt kicking of a lifetime!  But, is he a big guy?"
S03,E11,Ross," Ah, we’ll all go.  Come on. "
S03,E11,Phoebe, Thanks you guys! Thank you.
S03,E11,Chandler, Don’t worry.
S03,E11,Phoebe," God, I hope they kick his ass!"
S03,E11,Rachel," Honey, I’m sorry."
S03,E11,Monica," Y'know if it’s any consolation, he really did sound like he was having more fun with you. "
S03,E12,Rachel,  Okay. Hey. Umm. Does everybody hate these shoes?
S03,E12,Chandler," Oh yeah, but don't worry. I don't think anybody's gonna focus on that as long as your wearing that towel dress."
S03,E12,Rachel,  Tell him.
S03,E12,Ross,  It's her first day at this new job. Your not supposed to start with her!
S03,E12,Chandler," All right, I suppose I can wait a day. Hey, what are you doing Friday?"
S03,E12,Ross, Why?
S03,E12,Chandler," I need you to come to this bachelor party for my weird cousin Albert, y'know he's the botanist."
S03,E12,Ross," Oh God. Y'know, botanists are such geeks."
S03,E12,Chandler, Yeah. Is that a dinosaur tie?
S03,E12,Ross," Hmm? Oh, yeah. "
S03,E12,Phoebe,"  Morning. Rach, I'm here with the purses!"
S03,E12,Chandler,  It must take you forever to find your keys.
S03,E12,Rachel,"  Thank you, thank you, thank you, Pheebs."
S03,E12,Phoebe," Your welcome, oh please not the one with the turtles."
S03,E12,Rachel," No, no, no, no turtles scare me. I don't need that today."
S03,E12,Ross," Honey, just relax, it's gonna be fine. Hey, umm,. why don't I come down there and I'll take you out to lunch?"
S03,E12,Rachel," Oh honey, thank you, but Mark's taking me out."
S03,E12,Ross," Mark is that ah, the same Mark that helped you get the job?"
S03,E12,Rachel," Yeah, it's kinda like a 'good luck on your first day' sort of thing.  Is this actually a lunchbox?"
S03,E12,Phoebe," Umm, no, it's a purse. And there's a thermos in it."
S03,E12,Rachel, Oh.
S03,E12,Chandler,"  Hey, so can you make it on Friday?"
S03,E12,Ross," What? Oh yeah, yeah I think so. Why am I invited to this again?"
S03,E12,Chandler, Well apparently Albert has no friends. He's very excited about the bachelor party though. I think actually the only reason he's getting married is so he can see a stripper.
S03,E12,Phoebe," A stripper at a bachelor party, that is so clich�. Why don't you get a magician?!"
S03,E12,Chandler," Well, if the magician can open my beer with his but cheeks, then all right."
S03,E12,Ross," She's having lunch with him. She's having lunch with him. And you should of seen the hug she gave him when she got the job. And, and, and,  he's really good looking.  What am I gonna do?"
S03,E12,Chandler, Don't do anything. Keep it inside. Learn how to hide your feelings!  Don't cry outloud.
S03,E12,Joey,  Yes! Guess who's in an audition for a Broadway musical?
S03,E12,Chandler," I want to say you but, that seems like such an easy answer."
S03,E12,Joey," It is me! It's a musical version of Tale of Two Cities. So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco."
S03,E12,Ross," Ah Joey, I don't think you get to pick the cities."
S03,E12,Joey, What?
S03,E12,Ross, Mr. Dickens gets to pick 'em.
S03,E12,Joey, Who?
S03,E12,Chandler, I'll get you the Cliff Notes.
S03,E12,Joey, The what?
S03,E12,Chandler, The abridgment.
S03,E12,Joey," Oh, okay.  The what?"
S03,E12,Rachel, Yeah. What kind of discount do we get?
S03,E12,Rachel, Oh!! I love this job!  Wow! My first call.
S03,E12,Ross,"  Hi, is Rachel there?"
S03,E12,Ross, This is Ross?
S03,E12,Ross, Of Ross and Rachel.
S03,E12,Ross," Oh hey, hey Mark."
S03,E12,Ross, Okay.
S03,E12,Rachel, Hi honey!
S03,E12,Ross," Hi! What's ah, what's Mark doing answering your phone?"
S03,E12,Rachel," Oh, he's just goofing around."
S03,E12,Ross," Ohhhhh yeah, that's, that's funny. Why ah, why isn't he goofing around in his own office?"
S03,E12,Rachel," Oh honey, this is his office too. I told you we're Joanna's two assistants."
S03,E12,Ross," Why does Joanna need two assistants, how, how lazy is she?"
S03,E12,Rachel, Oh! Oh my God! What did I just do?
S03,E12,Ross, What?
S03,E12,Rachel," I think I just shipped 3,000 bras to personnel. Oh honey, I gotta go.  Mark, I need you!"
S03,E12,Ross," Okay, bye-bye. "
S03,E12,Rachel, Ow! Ross!!
S03,E12,Ross," Oh, oh, I'm, I'm, I'm sorry sweetie, I was just trying to ah, I'm dialing another number. "
S03,E12,Monica," Please, I'm not going for anything."
S03,E12,Monica, Would you please go?
S03,E12,Monica," Look Julio, someone left their book here."
S03,E12,Monica," Oh yeah, what are you reading?"
S03,E12,Monica," Have I read it?  No, are you enjoying it?"
S03,E12,Monica, Your a poet and don't know it. 
S03,E12,Monica," Oh, then you do know it.  So um what kind of things do you write about?"
S03,E12,Monica, Mine?  Right here?
S03,E12,Monica," How would that go?  Well, it didn't rhyme, but I liked it."
S03,E12,Joey,"  You've got to pick a pocket or two. Boyyyyssss,  you've got to pick a pocket or two.........."
S03,E12,Joey, Really? Thanks.
S03,E12,Joey," Excellent, I'll be there."
S03,E12,Joey," Ahhh! My ah, my agent said it wasn't a dancing part."
S03,E12,Chandler, ....three years of modern dance with Twila Tharp! Five years with the American Ballet Theater?!
S03,E12,Joey," Hey, everybody lies on their resume, okay. I wasn't one of the Zoom Kids either."
S03,E12,Phoebe," Well, can you dance at all?"
S03,E12,Joey," Yeah, I can dance, y'know. "
S03,E12,Chandler," Oh no, no, no, no."
S03,E12,Phoebe,"  What, what is that?"
S03,E12,Joey," Sure, it looks stupid now, there's no music playing."
S03,E12,Chandler," All right, I have to get that, but no-no.  Hello?   Hi! Yeah listen, I'm, I'm in need of a stripper and I was told that you do that.  Let me ask you this, what, what do you do for the extra hundred?  So would I, would I have to provide the grapes?"
S03,E12,Monica,  Hi!
S03,E12,Phoebe," Oh, how was last night with Julio, senorita?"
S03,E12,Monica," It was soo amazing, he is so sexy, and smart, which makes him even sexier. Oh gosh, I gotta so you this. Last night, we were fooling around and he stops to write a poem."
S03,E12,Joey, Get out! I couldn't stop if a meteor hit me.
S03,E12,Chandler," Okay, we have our stripper. A miss Crystal Chandelier."
S03,E12,Joey," Well sure, you name a kid that, what do you expect them to grow up to be?"
S03,E12,Monica," Anyway um, when he left he forgot to take the poem with him. Now, I am like totally dense about poetry, but I think it's pretty good all right. Check it out. "
S03,E12,Joey,  The Empty Vase. Translucent beauty...
S03,E12,Chandler," To yourself.  Hey-hey-hey, y'know what that's pretty good."
S03,E12,Monica," Oh good, I think so too. Pheebs?"
S03,E12,Phoebe, Oh yeah.
S03,E12,Monica," Oh, I'm so glad you guys like it. Yay! All right I gotta go to work. "
S03,E12,Joey," Whoa, I'm not done."
S03,E12,Monica," All right, just give it back to me when your done. See you guys."
S03,E12,Chandler, Bye-bye.
S03,E12,Phoebe," Oh my God, oh my God! Poor Monica!"
S03,E12,Chandler," What, what, what?!"
S03,E12,Phoebe," What?! He was with her when he wrote this poem. Look,  'My vessel so empty with nothing inside. Now that I've touched you, you seem emptier still.' He thinks Monica is empty, she is the empty vase!"
S03,E12,Chandler, You really think that is what he meant?
S03,E12,Phoebe," Oh, totally. Oh, God, oh, she seemed so happy too."
S03,E12,Joey, Done.
S03,E12,Rachel," Oh, yeah, sure, it's umm... "
S03,E12,Ross," It's from Ross, it's a love bug."
S03,E12,Rachel," Oh no, no-no-no, that's not, not, not, what he is doing. He's just, he's just really romantic."
S03,E12,Rachel, Yes.
S03,E12,Ross," I'm hurt! I'm actually hurt, that you would think that I would send you any of those things out of any thing other than love. Hurt! Hurt!"
S03,E12,Rachel, All right Ross!! I get it!!
S03,E12,Ross, I mean my God...
S03,E12,Rachel, You're hurt!
S03,E12,Ross," ...can't, can't a guy send a barbershop quartet to his girlfriend's office anymorrrrre!!"
S03,E12,Rachel," Oh, please, Ross it was so obvious! It was like you were marking your territory. I mean you might have well have just come in and peed all around my desk!"
S03,E12,Ross, I would never do that!
S03,E12,Rachel," Look, I know what's going on here, okay, Mark explained it all to me. He said this is what you guys do."
S03,E12,Ross," Yeah well if, if, if Mark said that, than Mark's an idiot."
S03,E12,Joey, Mark's a genius!
S03,E12,Ross, Why?! How?! How is he a genius?
S03,E12,Chandler," Look, don't you see what's happening here. Instead of hitting on her right away, he's becoming her confidant. Now he's gonna be the guy she goes too to complain about you."
S03,E12,Ross, What am I going to do?
S03,E12,Chandler," Well, why don't you send her a musical bug, op, no you already did that. All right look, you're going to have to go there yourself now, okay, make a few surprise visits."
S03,E12,Ross, I don't know you guys.
S03,E12,Chandler," All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you. And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'"
S03,E12,Joey," And before you know it, she's with him. And you'll be all, 'Ohh, man!' And he'll be all, 'Yes!' And us, we'll be like, 'Wh-whoa, dude.' And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.' And we'll be like, 'Man get over it, it's been four years!!'"
S03,E12,Chandler, He paints quite a picture doesn't he?
S03,E12,Rachel, Ohhh! That is soo sweet! 
S03,E12,Ross," All right that's, that's it!! Get off her!"
S03,E12,Ross, What's going on?!  That's what's going on!!
S03,E12,Rachel,  Ross!
S03,E12,Ross, I have been down in your store for twenty minutes trying to get a tie! What do I have to do to get some service?!  Hi Rach. 
S03,E12,Joey," So, does that mean the audition is off?"
S03,E12,Joey, What?!
S03,E12,Joey," It's ah, step-ity, step and jazz hands."
S03,E12,Joey, Bye. 
S03,E12,Phoebe,  Hey!
S03,E12,Monica, Hey.
S03,E12,Phoebe, What are you wrapping?
S03,E12,Monica," Oh-ho, look what I got Julio."
S03,E12,Phoebe," Yeah, it's a vase."
S03,E12,Monica," Yeah, just like the one in the poem."
S03,E12,Phoebe, Well not exactly like the one in the poem.
S03,E12,Monica, What do you mean?
S03,E12,Phoebe, Remember how you said you were really dense about poetry? Oh. 
S03,E12,Monica,"  So! I'm just an empty vase, huh?"
S03,E12,Monica," Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else. And y'know what, I get excited about stupid stuff, like when I my People magazine comes on Saturday, and the new Hold Everything catalog. Y'know but that does not mean that I'm empty, I care about things. I care about my friends and family. You have no right to make that kind of judgment about me."
S03,E12,Monica, You don't even know me...
S03,E12,Monica, What?
S03,E12,Monica," I'm sorry, my friend Phoebe..."
S03,E12,Monica,  Oh yeah.
S03,E12,Joey," I know, it was the best I could get out of them."
S03,E12,Joey," People, people, people."
S03,E12,Rachel," So ah, did you have fun at the bachelor party last night?"
S03,E12,Chandler," Oh yeah, yeah! Look what I got, look what I got.  See, she's fully dressed, right?"
S03,E12,Rachel, Right.
S03,E12,Chandler," And then you click it and, uh-oh, she's naked. And then, and then you click it again and she's dressed. She's a business woman, she's walking down the street, she's window shopping, and  whoa-whoa-whoa, sh-she's naked! "
S03,E12,Ross,  Hi.
S03,E12,Rachel, Hello.
S03,E12,Chandler," Y'know what, I'm, I'm gonna spend some alone time with the pen."
S03,E12,Ross,"  I'm sorry, I was an idiot."
S03,E12,Rachel, A big idiot.
S03,E12,Ross," A big idiot. Just you have to realize is, this whole Mark thing is kinda hard for me."
S03,E12,Rachel," Honey, why is it hard, I mean we've been together for almost a year now?"
S03,E12,Ross," Well, I was with Carol for like eight years and I lost her. And now if it's possible I think I love you even more. So, it's hard for me to believe that I'm not gonna, well that someone else is not going to take you away."
S03,E12,Rachel," Honey, that's very sweet, it just seems to me though, that if two people love each other and trust each other, like we do, there's no reason to be jealous. "
S03,E12,Ross, I gotta get going. Bye Chandler.
S03,E12,Chandler," Oh, okay Ross. Listen, this pen is kinda getting boring, so can you pick me up some porn?"
S03,E12,Rachel, Where ya going?
S03,E12,Ross," Oh, I've got to go pick up Ben, we've got a play date this afternoon."
S03,E12,Rachel," Ohh, with who?"
S03,E12,Ross," Oh, just this woman that I met last night at the party."
S03,E12,Rachel, There was a woman at the...  The stripper?!
S03,E12,Ross, Yeah.
S03,E12,Rachel, You have a play date with a stripper?!
S03,E12,Chandler," Man, I gotta get a kid. "
S03,E12,Ross," Ah, yeah, yeah. Umm, we started talking after she y'know, did her thing. And it turns out she's got a boy about Ben's age, so we're taking them to a gym-boree class. Why, is that okay?"
S03,E12,Rachel," Sure, is she married?"
S03,E12,Ross," Ahh, no."
S03,E12,Rachel, Oh. 
S03,E12,Ross, Are you jealous?
S03,E12,Rachel," Noo, I y'know I don't see why she has to play with you, that's all. I mean doesn't she have any y'know other stripper moms friends of her own?"
S03,E12,Ross, You are totally jealous.
S03,E12,Rachel," I'm not jealous. All right this is about, umm, people feeling certain things y'know about strippers. And y'know, and um, I..."
S03,E12,Ross," Honey, I love you too."
S03,E12,Rachel," Ugh. Wait, wait, wait."
S03,E12,Ross, What?
S03,E12,Ross, Huh.
S03,E12,Rachel,"  Well, there's a kiss that he won't forget for a couple of hours, y'know."
S03,E12,Chandler," Yeah. Either that, or you just turned him on and sent him off to a stripper."
S03,E13,Monica,  Hi.
S03,E13,Monica, Six? I just had it for one night. It’s three.
S03,E13,Monica," Y'know in a weird way, you have too much power. Look, you’re gonna have to help me out here, ‘cause I only have three."
S03,E13,Monica, Oh my God. Richard?  Hi!
S03,E13,Monica," Wow! Your lip went bald.  Hey, thanks."
S03,E13,Monica, Right.
S03,E13,Monica, What?
S03,E13,Monica,"  That’s because I-I was just grabbing some things out of the dryer, and it’s static cling. Or maybe it’s just that God knew I’d be running into you and saw an opportunity."
S03,E13,Monica, It’s good to see you too.
S03,E13,Monica," You see that guy? He’s in classics now, but y'know as soon as we leave he’s going straight to the porn."
S03,E13,Monica, Yeah.
S03,E13,Monica, Me too.
S03,E13,Monica," Oh, um, I don’t know if that’s a good idea."
S03,E13,Monica," No, I just I think that it’s too soon."
S03,E13,Chandler," Yeah, baby!"
S03,E13,Ross, What are you doing?
S03,E13,Chandler, Making chocolate milk. Do you want some?
S03,E13,Ross, No thanks. I’m 29.
S03,E13,Rachel,"  Oh my God, I gotta go to work!"
S03,E13,Ross," Oh sweetie, when do you think you’re going to get off tonight?"
S03,E13,Rachel, Oh I don’t know honey. It’s gonna be really late.
S03,E13,Ross," Oh come on, not again."
S03,E13,Rachel," I know. I’m sorry. Look, I’ll make a deal with you all right? Okay?"
S03,E13,Ross, Hmm.
S03,E13,Rachel, For every night that you’re asleep before I get home from work...
S03,E13,Ross, Yeah.
S03,E13,Rachel, I will wake you up in a way that’s proved very popular in the past.
S03,E13,Ross," Now, if you need to stay late, I want to be supportive of that."
S03,E13,Rachel, Right.
S03,E13,Phoebe,  Hi.
S03,E13,Joey,  Look at you. Since when do you roller blade?
S03,E13,Phoebe," Oh! Since tomorrow. I met this really cute guy in the park and he like y'know, jogs, and blades, and swims, and so y'know we made a deal that’s he’s going to teach me all sorts of jock stuff."
S03,E13,Ross, And what are you going to do for him?
S03,E13,Phoebe, I’m going to let him.
S03,E13,Ross, Okay.
S03,E13,Joey, Cool.
S03,E13,Monica,  Morning.
S03,E13,Rachel, Somebody got in late last night.
S03,E13,Monica," Yeah well, I ran into Richard."
S03,E13,Rachel, When did this happen?
S03,E13,Monica," Oh, um, around 8:02. We ah, talked for a little while, and then um, we went out for an innocent burger."
S03,E13,Phoebe," Oh, there’s no such thing as an innocent burger."
S03,E13,Ross," So, are you gonna see him again?"
S03,E13,Monica, Tomorrow night.
S03,E13,Rachel," Monica, what are you doing?"
S03,E13,Chandler," Well, she spent the last six months getting over him, and now she’s celebrating that by going on a date with him."
S03,E13,Monica," It’s not a date, okay. I’m just gonna teach him how to make lasagne for some pot luck dinner he has."
S03,E13,Joey," Well, you might wanna make a little extra, y'know you’ll probably be hungry after the sex."
S03,E13,Monica," We’re not gonna have sex! Okay, nothing’s changed here. He still doesn’t want children and I still do, so that’s why we’re just gonna be friends."
S03,E13,Ross, Naked friends.
S03,E13,Rachel,  Hey.
S03,E13,Joey, Hey.
S03,E13,Rachel, Do you have any ice?
S03,E13,Joey," Check the freezer. If there’s none in there, then we’re probably out. Are you just getting in from work? It’s late."
